cue,target,category,firstL,cond,trigger_val,word_number,rs_eeg.thisRepN,rs_eeg.thisTrialN,rs_eeg.thisN,rs_eeg.thisIndex,Dropoff_phase.thisRepN,Dropoff_phase.thisTrialN,Dropoff_phase.thisN,Dropoff_phase.thisIndex,learning_test.thisRepN,learning_test.thisTrialN,learning_test.thisN,learning_test.thisIndex,Prac_rep.thisRepN,Prac_rep.thisTrialN,Prac_rep.thisN,Prac_rep.thisIndex,TNT_prac_loop.thisRepN,TNT_prac_loop.thisTrialN,TNT_prac_loop.thisN,TNT_prac_loop.thisIndex,TNTphase.thisRepN,TNTphase.thisTrialN,TNTphase.thisN,TNTphase.thisIndex,TNTPhase_block.thisRepN,TNTPhase_block.thisTrialN,TNTPhase_block.thisN,TNTPhase_block.thisIndex,random_test.thisRepN,random_test.thisTrialN,random_test.thisN,random_test.thisIndex,indepTest_trial.thisRepN,indepTest_trial.thisTrialN,indepTest_trial.thisN,indepTest_trial.thisIndex,indepTest_loop.thisRepN,indepTest_loop.thisTrialN,indepTest_loop.thisN,indepTest_loop.thisIndex,depTest_trial.thisRepN,depTest_trial.thisTrialN,depTest_trial.thisN,depTest_trial.thisIndex,depTest_loop.thisRepN,depTest_loop.thisTrialN,depTest_loop.thisN,depTest_loop.thisIndex,key_resp.keys,key_resp.rt,rs_instr_title.started,rs_instr_title.stopped,rs_instr_text.started,rs_instr_text.stopped,rs_instr_resptext.started,rs_instr_resptext.stopped,rs_instr_resp.keys,rs_instr_resp.rt,rs_instr_resp.started,rs_instr_resp.stopped,countdown_text.started,countdown_text.stopped,timer_text_5.started,timer_text_5.stopped,timer_text_4.started,timer_text_4.stopped,timer_text_3.started,timer_text_3.stopped,timer_text_2.started,timer_text_2.stopped,timer_text_1.started,timer_text_1.stopped,rs_fixation.started,rs_fixation.stopped,rsEo_begin.started,rsEo_begin.stopped,rsEO_end.started,rsEO_end.stopped,intDrop_resp.keys,intDrop_resp.rt,intDrop_resp2.keys,intDrop_resp2.rt,blank.started,blank.stopped,cue_stimili.started,cue_stimili.stopped,resp_drop.keys,resp_drop.started,resp_drop.stopped,drop_fdbk_4.started,drop_fdbk_4.stopped,drop_target2.started,drop_target2.stopped,resp_drop.rt,response,correct,LT_intro.started,LT_intro.stopped,LT_resp.keys,LT_resp.rt,start_recording.started,start_recording.stopped,fix600.started,fix600.stopped,variable_ISI.started,variable_ISI.stopped,fix_trigger.started,fix_trigger.stopped,say_instru.started,say_instru.stopped,WordPairs_all.started,WordPairs_all.stopped,LearningTest.keys,LearningTest.corr,LearningTest.rt,LearningTest.started,LearningTest.stopped,condition1,condition2,condition3,StudyTest_trigger.started,StudyTest_trigger.stopped,StudyTest_WordNumber.started,StudyTest_WordNumber.stopped,phase1_continue.started,phase1_continue.stopped,key_resp_2.keys,key_resp_2.rt,TNT_intro.started,TNT_intro.stopped,resp_intro2.keys,resp_intro2.rt,resp_intro2.started,resp_intro2.stopped,TNT_intro_2.started,TNT_intro_2.stopped,resp_intro2_2.keys,resp_intro2_2.rt,resp_intro2_2.started,resp_intro2_2.stopped,cue,ratePrac_instruText.started,ratePrac_instruText.stopped,ratePrac_text.started,ratePrac_text.stopped,ratePrac_resp.keys,ratePrac_resp.started,ratePrac_resp.stopped,ratePrac_resp.rt,prc_qs_text.started,prc_qs_text.stopped,qs_resp1.keys,qs_resp1.rt,qs_resp1.started,qs_resp1.stopped,prc_qs_text2.started,prc_qs_text2.stopped,qs_resp2.keys,qs_resp2.rt,qs_resp2.started,qs_resp2.stopped,prc_qs_text3.started,prc_qs_text3.stopped,qs_resp3.keys,qs_resp3.rt,qs_resp3.started,qs_resp3.stopped,prc_end.started,prc_end.stopped,prc_end_resp.keys,prc_end_resp.rt,prc_end_resp.started,prc_end_resp.stopped,prc_end2.started,prc_end2.stopped,prc_end_resp2.keys,prc_end_resp2.rt,prc_end_resp2.started,prc_end_resp2.stopped,fmIntro_txt.started,fmIntro_txt.stopped,fmIntro_resp.keys,fmIntro_resp.rt,fmIntro_resp.started,fmIntro_resp.stopped,fmIntro_txt2.started,fmIntro_txt2.stopped,fmIntro_resp2.keys,fmIntro_resp2.rt,fmIntro_resp2.started,fmIntro_resp2.stopped,color,cond,target,TNT_trigger.started,TNT_trigger.stopped,pair_mark.started,pair_mark.stopped,break20s.started,break20s.stopped,BreakIntro.started,BreakIntro.stopped,BreakEnd.keys,BreakEnd.rt,BreakEnd.started,BreakEnd.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,say_intru_IT.started,say_intru_IT.stopped,IT_screen.started,IT_screen.stopped,IT_resp.keys,IT_resp.corr,IT_resp.started,IT_resp.stopped,IT_trigger.started,IT_trigger.stopped,IT_WordNumber.started,IT_WordNumber.stopped,IT_resp.rt,intro_ind.started,intro_ind.stopped,key_resp_ind.keys,key_resp_ind.rt,key_resp_ind.started,key_resp_ind.stopped,say_instruDT.started,say_instruDT.stopped,DT_screen.started,DT_screen.stopped,DT_resp.keys,DT_resp.corr,DT_resp.started,DT_resp.stopped,DT_trigger.started,DT_trigger.stopped,DT_WordNumber.started,DT_WordNumber.stopped,DT_resp.rt,taskend.started,taskend.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.started,key_resp_end.stopped,participant,session,date,expName,psychopyVersion,frameRate,
needle,chimney,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352.332680522003,2352.9327304487897,2352.9244273286067,None,2352.332680522003,2352.4326832085108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needle,2358.1331864910308,None,2358.1331864910308,None,f,2358.1331864910308,None,0.4001568437579408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,chimney,2355.13293082001,2355.2329350157916,2356.124700446836,2356.2246210288367,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
wolf,NA,,,percp,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358.5498641502445,2359.149935508721,2359.1416040141858,None,2358.5498641502445,2358.649920265053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wolf,2363.158542898548,2364.158677827648,2363.158542898548,None,None,2363.158542898548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,percp,NA,2360.1500097650032,2360.2500088292536,2361.14175494159,2361.2418065285756,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
gum,moon,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366.750513681419,2367.3506266958584,2367.3422933901957,None,2366.750513681419,2366.8505015770397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gum,2371.5509731648062,None,2371.5509731648062,None,f,2371.5509731648062,None,0.358052625970231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,moon,2368.5507241345904,2368.650730745211,2369.5423965641685,2369.642471997685,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
banana,flag,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371.9260081422317,2372.5260535411953,2372.517666505376,None,2371.9260081422317,2372.026011734303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banana,2377.926475111618,2378.926570195882,2377.926475111618,None,None,2377.926475111618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,flag,2374.926183218019,2375.026207638074,2375.9179480151697,2376.018000507719,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
bag,cloak,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381.526803952246,2382.1268517660474,2382.118518460383,None,2381.526803952246,2381.62680512948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bag,2386.1355222435295,None,2386.1355222435295,None,j,2386.1355222435295,None,0.4771283103291353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,cloak,2383.126873499593,2383.2269468201257,2384.1186962528654,2384.2186980338092,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
cracker,rake,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.6355136406683,2387.2355840935807,2387.2272583342865,None,2386.6355136406683,2386.73557247217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cracker,2391.844268275271,2392.844411958159,2391.844268275271,None,None,2391.844268275271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,rake,2388.8356922783432,2388.9357003982377,2389.8274540569446,2389.927495682722,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
college,fog,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.444589871383,2396.0446886986474,2396.036344224355,None,2395.444589871383,2395.5446411565144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,college,2401.4534342172346,None,2401.4534342172346,None,f,2401.4534342172346,None,0.3427679059514048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,fog,2398.4448932354635,2398.54489199786,2399.436668597532,2399.5366471356547,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
speakers,NA,,,percp,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.820176639397,2402.420147480222,2402.411817193107,None,2401.820176639397,2401.920176307355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speakers,2406.420559813888,2407.4206093180774,2406.420559813888,None,None,2406.420559813888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,percp,NA,2403.420249809001,2403.520315281309,2404.412073467837,2404.5120586467665,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
basket,tractor,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2410.029111179464,2410.6292389847904,2410.620899038321,None,2410.029111179464,2410.1291346939533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basket,2415.6379272717068,None,2415.6379272717068,None,j,2415.6379272717068,None,0.34992277044693765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,tractor,2412.629341917279,2412.7294206711986,2413.6211800651463,2413.7211232862564,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
poster,butter,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416.004641017661,2416.6046683053364,2416.596352809106,None,2416.004641017661,2416.1046959250516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poster,2420.613411831683,2421.6134263207123,2420.613411831683,None,None,2420.613411831683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,butter,2417.6047688229874,2417.7048309748907,2418.596572559406,2418.6965764533334,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
wolf,NA,,,percp,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424.213710486828,2424.8137525653883,2424.805422278273,None,2424.213710486828,2424.313648274553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wolf,2429.6225667861318,2430.62257553992,2429.6225667861318,None,None,2429.6225667861318,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,percp,NA,2426.6139207588867,2426.7138494909677,2427.6056653317637,2427.7056293808573,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
string,glass,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433.222748321611,2433.8228420173446,2433.814512937649,None,2433.222748321611,2433.3227322931225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,string,2438.823309288585,2439.8233056663275,2438.823309288585,None,None,2438.823309288585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,glass,2435.8230059245043,2435.923021892623,2436.814761666009,2436.914766767356,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
furnace,suit,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442.423543044949,2443.023548599077,2443.0152992090507,None,2442.423543044949,2442.5235692761316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,furnace,2447.8323450103862,2448.8324144369917,2447.8323450103862,None,None,2447.8323450103862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,suit,2444.823691436771,2444.923781359318,2445.8155280753645,2445.9155198951003,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
furnace,suit,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451.432648495208,2452.032700534978,2452.0243666256038,None,2451.432648495208,2451.5326182795425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,furnace,2456.0747009147117,2457.0747993193772,2456.0747009147117,None,None,2456.0747009147117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,suit,2453.024494612043,2453.12445262404,2454.016134441302,2454.1162144026393,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
banana,flag,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459.633347832426,2460.233333765992,2460.2249844620246,None,2459.633347832426,2459.7333179186144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banana,2465.442092928418,None,2465.442092928418,None,f,2465.442092928418,None,0.44843218122332473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,flag,2462.433513007377,2462.53353742743,2463.4253300254068,2463.5253592751387,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
meadow,NA,,,percp,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465.9089008228866,2466.5089314309635,2466.5005265857117,None,2465.9089008228866,2466.0089059242337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meadow,2470.51759013611,2471.51761971788,2470.51759013611,None,None,2470.51759013611,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,percp,NA,2467.5090129317623,2467.6089259673927,2468.5007719936702,2468.6007852450957,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
rug,coconut,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474.117886980127,2474.717945056992,2474.7096111476194,None,2474.117886980127,2474.2178320123667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rug,2479.5266635897597,2480.5267511276534,2479.5266635897597,None,None,2479.5266635897597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,coconut,2476.518029033,2476.618016626767,2477.5015719089088,2477.601523883809,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
string,glass,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483.118636787468,2483.7186438508697,2483.7103503900425,None,2483.118636787468,2483.218646114782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,string,2488.5190776766003,2489.519136840142,2488.5190776766003,None,None,2488.5190776766003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,glass,2485.5188392113023,2485.618841595954,2486.510532770716,2486.610625108103,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
speakers,NA,,,percp,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492.127718391198,2492.727794579351,2492.719449501351,None,2492.127718391198,2492.2277271148023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speakers,2498.1282270165493,2499.12831998783,2498.1282270165493,None,None,2498.1282270165493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,percp,NA,2495.119687242198,2495.219727056846,2496.1113279770207,2496.211331569092,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
trolley,acorn,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501.728529293953,2502.328584352269,2502.320222672254,None,2501.728529293953,2501.8285434509426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trolley,2507.3373444806302,2508.3373807032067,2507.3373444806302,None,None,2507.3373444806302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,acorn,2504.328769992976,2504.428705667716,2505.320414048202,2505.4204994429265,2510.9292648537476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
pillow,storm,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530.9309947836473,2531.5309511354417,2531.522683935981,None,2530.9309947836473,2531.030929250969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pillow,2536.331425409716,None,2536.331425409716,None,f,2536.331425409716,None,0.34120792030807934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,storm,2533.3311839258686,2533.431124430287,2534.3229372525357,2534.422941750173,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
pupil,NA,,,percp,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2536.6897626847685,2537.2897830297834,2537.2814400647667,None,2536.6897626847685,2536.789770200953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pupil,2541.898561390174,2542.898566219851,2541.898561390174,None,None,2541.898561390174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,percp,NA,2538.8899835821167,2538.9899382737103,2539.8816816693534,2539.9817625362566,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
hook,lamp,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545.498878760319,2546.098873447673,2546.090504523144,None,2545.498878760319,2545.59887480602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hook,2551.3076148006667,2552.3077965172606,2551.3076148006667,None,None,2551.3076148006667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,lamp,2548.2991275490504,2548.3990997482224,2549.282508027075,2549.382518259951,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
gum,moon,,,cond3,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554.899579244585,2555.499718218537,2555.4913124677214,None,2554.899579244585,2554.9996024572183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gum,2559.9000537603415,None,2559.9000537603415,None,f,2559.9000537603415,None,0.3879878690586338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,cond3,moon,2556.8998240488336,2556.9997542901865,2557.8915553400993,2557.991576137895,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
cage,NA,,,percp,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.3084554663046,2560.9085476527625,2560.9001530705727,None,2560.3084554663046,2560.4084859234545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cage,2565.117189393667,2566.1172639518054,2565.117189393667,None,None,2565.117189393667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,percp,NA,2562.1085922669017,2562.2086034053455,2563.0919440687185,2563.191955810872,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
gun,lime,,,cond2,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568.7174083591444,2569.317453456252,2569.309122867283,None,2568.7174083591444,2568.8174650776627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gun,2573.9262478149494,2574.92633142873,2573.9262478149494,None,None,2573.9262478149494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,cond2,lime,2570.9176334824597,2571.01762439663,2571.909329758567,2572.009415757003,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
