cue,target,category,firstL,cond,trigger_val,word_number,rs_eeg.thisRepN,rs_eeg.thisTrialN,rs_eeg.thisN,rs_eeg.thisIndex,Dropoff_phase.thisRepN,Dropoff_phase.thisTrialN,Dropoff_phase.thisN,Dropoff_phase.thisIndex,learning_test.thisRepN,learning_test.thisTrialN,learning_test.thisN,learning_test.thisIndex,Prac_rep.thisRepN,Prac_rep.thisTrialN,Prac_rep.thisN,Prac_rep.thisIndex,TNT_prac_loop.thisRepN,TNT_prac_loop.thisTrialN,TNT_prac_loop.thisN,TNT_prac_loop.thisIndex,TNTphase.thisRepN,TNTphase.thisTrialN,TNTphase.thisN,TNTphase.thisIndex,TNTPhase_block.thisRepN,TNTPhase_block.thisTrialN,TNTPhase_block.thisN,TNTPhase_block.thisIndex,random_test.thisRepN,random_test.thisTrialN,random_test.thisN,random_test.thisIndex,indepTest_trial.thisRepN,indepTest_trial.thisTrialN,indepTest_trial.thisN,indepTest_trial.thisIndex,indepTest_loop.thisRepN,indepTest_loop.thisTrialN,indepTest_loop.thisN,indepTest_loop.thisIndex,depTest_trial.thisRepN,depTest_trial.thisTrialN,depTest_trial.thisN,depTest_trial.thisIndex,depTest_loop.thisRepN,depTest_loop.thisTrialN,depTest_loop.thisN,depTest_loop.thisIndex,key_resp.keys,key_resp.rt,rs_instr_title.started,rs_instr_title.stopped,rs_instr_text.started,rs_instr_text.stopped,rs_instr_resptext.started,rs_instr_resptext.stopped,rs_instr_resp.keys,rs_instr_resp.rt,rs_instr_resp.started,rs_instr_resp.stopped,countdown_text.started,countdown_text.stopped,timer_text_5.started,timer_text_5.stopped,timer_text_4.started,timer_text_4.stopped,timer_text_3.started,timer_text_3.stopped,timer_text_2.started,timer_text_2.stopped,timer_text_1.started,timer_text_1.stopped,rs_fixation.started,rs_fixation.stopped,rsEo_begin.started,rsEo_begin.stopped,rsEO_end.started,rsEO_end.stopped,intDrop_resp.keys,intDrop_resp.rt,intDrop_resp2.keys,intDrop_resp2.rt,blank.started,blank.stopped,cue_stimili.started,cue_stimili.stopped,resp_drop.keys,resp_drop.started,resp_drop.stopped,drop_fdbk_4.started,drop_fdbk_4.stopped,drop_target2.started,drop_target2.stopped,resp_drop.rt,response,correct,LT_intro.started,LT_intro.stopped,LT_resp.keys,LT_resp.rt,start_recording.started,start_recording.stopped,fix600.started,fix600.stopped,variable_ISI.started,variable_ISI.stopped,fix_trigger.started,fix_trigger.stopped,say_instru.started,say_instru.stopped,WordPairs_all.started,WordPairs_all.stopped,LearningTest.keys,LearningTest.corr,LearningTest.rt,LearningTest.started,LearningTest.stopped,condition1,condition2,condition3,StudyTest_trigger.started,StudyTest_trigger.stopped,StudyTest_WordNumber.started,StudyTest_WordNumber.stopped,phase1_continue.started,phase1_continue.stopped,key_resp_2.keys,key_resp_2.rt,TNT_intro.started,TNT_intro.stopped,resp_intro2.keys,resp_intro2.rt,resp_intro2.started,resp_intro2.stopped,TNT_intro_2.started,TNT_intro_2.stopped,resp_intro2_2.keys,resp_intro2_2.rt,resp_intro2_2.started,resp_intro2_2.stopped,cue,ratePrac_instruText.started,ratePrac_instruText.stopped,ratePrac_text.started,ratePrac_text.stopped,ratePrac_resp.keys,ratePrac_resp.started,ratePrac_resp.stopped,ratePrac_resp.rt,prc_qs_text.started,prc_qs_text.stopped,qs_resp1.keys,qs_resp1.rt,qs_resp1.started,qs_resp1.stopped,prc_qs_text2.started,prc_qs_text2.stopped,qs_resp2.keys,qs_resp2.rt,qs_resp2.started,qs_resp2.stopped,prc_qs_text3.started,prc_qs_text3.stopped,qs_resp3.keys,qs_resp3.rt,qs_resp3.started,qs_resp3.stopped,prc_end.started,prc_end.stopped,prc_end_resp.keys,prc_end_resp.rt,prc_end_resp.started,prc_end_resp.stopped,prc_end2.started,prc_end2.stopped,prc_end_resp2.keys,prc_end_resp2.rt,prc_end_resp2.started,prc_end_resp2.stopped,fmIntro_txt.started,fmIntro_txt.stopped,fmIntro_resp.keys,fmIntro_resp.rt,fmIntro_resp.started,fmIntro_resp.stopped,fmIntro_txt2.started,fmIntro_txt2.stopped,fmIntro_resp2.keys,fmIntro_resp2.rt,fmIntro_resp2.started,fmIntro_resp2.stopped,color,cond,target,TNT_trigger.started,TNT_trigger.stopped,pair_mark.started,pair_mark.stopped,break20s.started,break20s.stopped,BreakIntro.started,BreakIntro.stopped,BreakEnd.keys,BreakEnd.rt,BreakEnd.started,BreakEnd.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,say_intru_IT.started,say_intru_IT.stopped,IT_screen.started,IT_screen.stopped,IT_resp.keys,IT_resp.corr,IT_resp.started,IT_resp.stopped,IT_trigger.started,IT_trigger.stopped,IT_WordNumber.started,IT_WordNumber.stopped,IT_resp.rt,intro_ind.started,intro_ind.stopped,key_resp_ind.keys,key_resp_ind.rt,key_resp_ind.started,key_resp_ind.stopped,say_instruDT.started,say_instruDT.stopped,DT_screen.started,DT_screen.stopped,DT_resp.keys,DT_resp.corr,DT_resp.started,DT_resp.stopped,DT_trigger.started,DT_trigger.stopped,DT_WordNumber.started,DT_WordNumber.stopped,DT_resp.rt,taskend.started,taskend.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.started,key_resp_end.stopped,participant,session,date,expName,psychopyVersion,frameRate,
ocean,teeth,tissue,t,cond1,101,14,,,,,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.6075670170494,958.2075979269821,958.1993373683281,None,957.6075670170494,957.7075980779091,961.7912483839455,965.7916441155967,959.7993972563208,None,f,0,3.303238811524352,959.7993972563208,None,baseline,nothink,think,959.7993972563208,959.8994684638701,960.791159638632,960.8911771160247,,,,,,,,,,,,,,,,,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond1,teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
menu,smoke,gas,s,cond1,101,21,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.7999916084364,966.4000194998198,966.3916273324694,None,965.7999916084364,965.8999837300262,969.5836118195484,973.583958348866,967.5917673327303,None,f,0,3.3666087004803558,967.5917673327303,None,baseline,nothink,think,967.5917673327303,967.69179839359,968.583575898826,968.6835490035619,,,,,,,,,,,,,,,,,menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond1,smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
bag,cloak,clothing,c,cond2,102,40,,,,,,,,,0,10,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.5923197270267,974.1922646083394,974.1839998237165,None,973.5923197270267,973.692233366367,977.5759594983292,981.5762221120121,975.5840636961939,None,f,0,3.086163549160119,975.5840636961939,None,baseline,nothink,think,975.5840636961939,975.6841264518089,976.5758164191511,976.6758188038048,,,,,,,,,,,,,,,,,bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond2,cloak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
screw,beer,drink,b,cond2,102,33,,,,,,,,,0,11,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.5845889235579,982.1845799886569,982.1762590590397,None,981.5845889235579,981.684675223848,985.9683167157227,989.9686227964985,983.9764849068079,None,f,0,2.949533196633638,983.9764849068079,None,baseline,nothink,think,983.9764849068079,984.0764374854161,984.9682397427468,985.0682997816684,,,,,,,,,,,,,,,,,screw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond2,beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
actor,map,representation,m,cond3,103,47,,,,,,,,,0,12,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.9769850802231,990.5769852009644,990.5686564231228,None,989.9769850802231,990.0769932001176,993.960665601925,997.9609985477773,991.9688461690557,None,f,0,3.3409528529955423,991.9688461690557,None,baseline,nothink,think,991.9688461690557,992.0687703733138,992.9606000994308,993.0605774301357,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond3,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
trolley,acorn,nut,a,cond3,103,43,,,,,,,,,0,13,13,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.9693279293269,998.5694397363486,998.5609905184383,None,997.9693279293269,998.0693538586556,1002.1530089943672,1006.1533947648122,1000.1611850336767,None,f,0,4.572339051770541,1000.1611850336767,None,baseline,nothink,think,1000.1611850336767,1000.2611170861592,1001.1529265880063,1001.2529395375759,,,,,,,,,,,,,,,,,trolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond3,acorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
island,goggles,NA,NA,prac2,104,198,,,,,,,,,0,14,14,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.1616782644314,1006.7617668286321,1006.753406959745,None,1006.1616782644314,1006.2616220892514,1009.7453045730099,1013.7456447633786,1007.7535352480381,None,f,0,3.4758324476406415,1007.7535352480381,None,baseline,nothink,think,1007.7535352480381,1007.8535391419655,1008.7452291093077,1008.8452363236383,,,,,,,,,,,,,,,,,island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac2,goggles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
bike,zoo,facility,z,cond2,102,39,,,,,,,,,0,15,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.7539228296109,1014.3540394663096,1014.3456512230705,None,1013.7539228296109,1013.8539880000635,1018.5376471806312,1022.5379789190638,1016.545841331229,None,f,0,3.0993063074674865,1016.545841331229,None,baseline,nothink,think,1016.545841331229,1016.6459007664389,1017.5375825837027,1017.6376269261737,,,,,,,,,,,,,,,,,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond2,zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
gum,moon,satellite,m,cond3,103,44,,,,,,,,,0,16,16,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.5463771235109,1023.1464421430364,1023.1380502775401,None,1022.5463771235109,1022.6463939971954,1026.33003989615,1030.3303293749095,1024.3381407736115,None,f,0,2.93882127508914,1024.3381407736115,None,baseline,nothink,think,1024.3381407736115,1024.438163382537,1025.3299481322892,1025.4299637985523,,,,,,,,,,,,,,,,,gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond3,moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
rug,coconut,fruit,c,cond3,103,49,,,,,,,,,0,17,17,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.3387420683875,1030.938788976625,1030.9303741701633,None,1030.3387420683875,1030.4387284547365,1035.322405082511,1039.3227938715017,1033.330636964959,None,None,0,,1033.330636964959,None,baseline,nothink,think,1033.330636964959,1033.4306064474376,1034.3223468245333,1034.4223845261977,,,,,,,,,,,,,,,,,rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond3,coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
swan,groom,NA,NA,prac1,104,198,,,,,,,,,0,18,18,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.3311178196664,1039.9311704631446,1039.922769542004,None,1039.3311178196664,1039.4311280525444,1042.9147133390552,1046.9151027317557,1040.9228573817536,None,f,0,3.1856398008858378,1040.9228573817536,None,baseline,nothink,think,1040.9228573817536,1041.02293281527,1041.9146837572835,1042.014696706855,,,,,,,,,,,,,,,,,swan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac1,groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
gun,lime,fruit,l,cond2,102,41,,,,,,,,,0,19,19,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.9234315095973,1047.523457891707,1047.5151526585405,None,1046.9234315095973,1047.0233892197384,1050.5070852869621,1054.507320431857,1048.5152380834506,None,f,0,3.0330736275191157,1048.5152380834506,None,baseline,nothink,think,1048.5152380834506,1048.6152389588306,1049.5069889952802,1049.6069841354174,,,,,,,,,,,,,,,,,gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond2,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
rope,throat,organ,t,cond1,101,20,,,,,,,,,0,20,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.5157313142072,1055.1157127199504,1055.1075297379803,None,1054.5157313142072,1054.6157321895853,1058.699429283116,1062.6997743031616,1056.7076324893578,None,f,0,3.4964530550878408,1056.7076324893578,None,baseline,nothink,think,1056.7076324893578,1056.8075908032088,1057.6992581314398,1057.7992786273817,,,,,,,,,,,,,,,,,rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond1,throat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
cracker,rake,tool,r,cond2,102,34,,,,,,,,,0,21,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.7080864789868,1063.3080639606187,1063.2997375976165,None,1062.7080864789868,1062.8080306056627,1067.6918427662467,1071.6920978335575,1065.7000034109597,None,j,0,5.975753814464042,1065.7000034109597,None,baseline,nothink,think,1065.7000034109597,1065.7999994566608,1066.691723231742,1066.7917126366383,,,,,,,,,,,,,,,,,cracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond2,rake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
otter,tomb,location,t,cond1,101,15,,,,,,,,,0,22,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.7004960380045,1072.3005577371268,1072.2922286574312,None,1071.7004960380045,1071.8005008374957,1075.2841211391633,1079.284403675264,1073.2923412492737,None,None,0,,1073.2923412492737,None,baseline,nothink,think,1073.2923412492737,1073.3923128447377,1074.2840058306274,1074.3839783316553,,,,,,,,,,,,,,,,,otter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond1,tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
poster,butter,dairy,b,cond2,102,36,,,,,,,,,0,23,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.29273094383,1079.892784492874,1079.8845272546214,None,1079.29273094383,1079.3927816252535,1083.2764045228714,1087.2768005563785,1081.2845696954073,None,f,0,3.4148508339185355,1081.2845696954073,None,baseline,nothink,think,1081.2845696954073,1081.3846481474711,1082.276296156996,1082.376426528087,,,,,,,,,,,,,,,,,poster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond2,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
bone,desert,NA,NA,prac1,104,198,,,,,,,,,0,24,24,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.2851420121215,1087.885121606737,1087.876784376961,None,1087.2851420121215,1087.385154056129,1091.2687935557615,1095.2691669501592,1089.2769674820875,None,f,0,3.1342094769734103,1089.2769674820875,None,baseline,nothink,think,1089.2769674820875,1089.3778754311616,1090.2686752286781,1090.3687138359082,,,,,,,,,,,,,,,,,bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac1,desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
college,fog,gas,f,cond3,103,48,,,,,,,,,0,25,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.277480937114,1095.877587008893,1095.8691990675097,None,1095.277480937114,1095.3775506353895,1099.6611734122662,1103.6615090748119,1097.6692791194046,None,f,0,3.4137333674225374,1097.6692791194046,None,baseline,nothink,think,1097.6692791194046,1097.769353345503,1098.6610919114692,1098.7610936924111,,,,,,,,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond3,fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
pickle,toilet,facility,t,cond3,103,51,,,,,,,,,0,26,26,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.6697657093546,1104.2698871757284,1104.261552662646,None,1103.6697657093546,1103.7698471799677,1107.8535337085787,1111.8538446190314,1105.8616940514376,None,f,0,3.605070375939249,1105.8616940514376,None,baseline,nothink,think,1105.8616940514376,1105.9616916064142,1106.8533827811762,1106.95337520462,,,,,,,,,,,,,,,,,pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond3,toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
dove,badge,symbol,b,cond2,102,28,,,,,,,,,0,27,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.8621815469514,1112.4622519998638,1112.4538848864622,None,1111.8621815469514,1111.9621975150703,1115.645900766439,1119.6461739450397,1113.6540085865627,None,f,0,3.284553697103547,1113.6540085865627,None,baseline,nothink,think,1113.6540085865627,1113.7540161027473,1114.645752253874,1114.745700908371,,,,,,,,,,,,,,,,,dove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond2,badge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
oyster,umbrella,tool,u,cond1,101,26,,,,,,,,,0,28,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.6545069488484,1120.2545601960364,1120.2462335311784,None,1119.6545069488484,1119.7545069186626,1123.4381670047942,1127.4385047803235,1121.4463445533775,None,f,0,3.2200947160017677,1121.4463445533775,None,baseline,nothink,think,1121.4463445533775,1121.5463786327846,1122.4379970605378,1122.5380380826055,,,,,,,,,,,,,,,,,oyster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond1,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
barn,fence,NA,NA,prac2,104,198,,,,,,,,,0,29,29,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.4467849595412,1128.046824925118,1128.0385085233238,None,1127.4467849595412,1127.5468335279793,1132.0305564602813,1136.0308169609807,1130.0386386227447,None,None,0,,1130.0386386227447,None,baseline,nothink,think,1130.0386386227447,1130.1387197915037,1131.0303922512658,1131.130482475669,,,,,,,,,,,,,,,,,barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac2,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
banana,flag,symbol,f,cond3,103,45,,,,,,,,,0,30,30,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.039214561718,1136.6392738460008,1136.6309492941282,None,1136.039214561718,1136.1392220779026,1140.222910115789,1144.2232300818841,1138.2310665345349,None,f,0,3.4268456383942976,1138.2310665345349,None,baseline,nothink,think,1138.2310665345349,1138.3310782766866,1139.2227939016875,1139.3228394515781,,,,,,,,,,,,,,,,,banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond3,flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
basket,tractor,vehicle,t,cond2,102,32,,,,,,,,,0,31,31,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.2315688209337,1144.8316320293316,1144.8232941958458,None,1144.2315688209337,1144.3315703000235,1148.6152051510917,1152.6155863937138,1146.6234328075725,None,j,0,4.170221661041069,1146.6234328075725,None,baseline,nothink,think,1146.6234328075725,1146.723464472142,1147.6151384411796,1147.7151873114735,,,,,,,,,,,,,,,,,basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cond2,tractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
tower,owl,NA,NA,prac1,104,198,,,,,,,,,0,32,32,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.6239541108253,1153.223980492935,1153.21569608775,None,1152.6239541108253,1152.7239504583822,1157.607683231151,1161.608032175308,1155.6159036431154,None,f,0,3.3535869859533705,1155.6159036431154,None,baseline,nothink,think,1155.6159036431154,1155.7158782571269,1156.6075205314091,1156.707575136944,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac1,owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,001,2013_Jan_22_0857,TNT_phase23,2021.2.2,119.88835731420716,
