2.0550 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.9190 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
9.9209 	EXP 	Created my_stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='my_stimulus', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.9238 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
9.9256 	EXP 	Created my_stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='my_stimulus', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.9283 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
9.9300 	EXP 	Created buf_end_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='buf_end_txt', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.9325 	EXP 	Created buf_end_fix = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='buf_end_fix', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
9.9509 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.9693 	EXP 	Created endText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='endText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.9964 	EXP 	WelTex: autoDraw = True
26.2254 	EXP 	Created sequence: random, trialTypes=1, nReps=6, seed=None
26.2257 	EXP 	New trial (rep=0, index=0): None
26.2260 	EXP 	Created sequence: random, trialTypes=1, nReps=8, seed=None
26.2263 	EXP 	New trial (rep=0, index=0): None
26.2308 	DATA 	Keypress: space
26.2396 	EXP 	WelTex: autoDraw = False
26.2396 	EXP 	buf_bgin_txt: text = 'tomato'
26.2396 	EXP 	buf_bgin_txt: autoDraw = True
26.2396 	EXP 	buf_bgin_fix: autoDraw = True
26.4824 	EXP 	New trial (rep=1, index=0): None
26.4896 	EXP 	buf_bgin_txt: autoDraw = False
26.4896 	EXP 	buf_bgin_fix: autoDraw = False
26.4896 	EXP 	buf_bgin_txt: text = 'ham'
26.4896 	EXP 	buf_bgin_txt: autoDraw = True
26.4896 	EXP 	buf_bgin_fix: autoDraw = True
26.7322 	EXP 	New trial (rep=2, index=0): None
26.7397 	EXP 	buf_bgin_txt: autoDraw = False
26.7397 	EXP 	buf_bgin_fix: autoDraw = False
26.7397 	EXP 	buf_bgin_txt: text = 'truck'
26.7397 	EXP 	buf_bgin_txt: autoDraw = True
26.7397 	EXP 	buf_bgin_fix: autoDraw = True
26.9825 	EXP 	New trial (rep=3, index=0): None
26.9897 	EXP 	buf_bgin_txt: autoDraw = False
26.9897 	EXP 	buf_bgin_fix: autoDraw = False
26.9897 	EXP 	buf_bgin_txt: text = 'lake'
26.9897 	EXP 	buf_bgin_txt: autoDraw = True
26.9897 	EXP 	buf_bgin_fix: autoDraw = True
27.2322 	EXP 	New trial (rep=4, index=0): None
27.2397 	EXP 	buf_bgin_txt: autoDraw = False
27.2397 	EXP 	buf_bgin_fix: autoDraw = False
27.2397 	EXP 	buf_bgin_txt: text = 'runner'
27.2397 	EXP 	buf_bgin_txt: autoDraw = True
27.2397 	EXP 	buf_bgin_fix: autoDraw = True
27.4824 	EXP 	New trial (rep=5, index=0): None
27.4981 	EXP 	buf_bgin_txt: autoDraw = False
27.4981 	EXP 	buf_bgin_fix: autoDraw = False
27.4981 	EXP 	buf_bgin_txt: text = 'juice'
27.4981 	EXP 	buf_bgin_txt: autoDraw = True
27.4981 	EXP 	buf_bgin_fix: autoDraw = True
27.7325 	EXP 	New trial (rep=6, index=0): None
27.7481 	EXP 	buf_bgin_txt: autoDraw = False
27.7481 	EXP 	buf_bgin_fix: autoDraw = False
27.7481 	EXP 	buf_bgin_txt: text = 'mansion'
27.7481 	EXP 	buf_bgin_txt: autoDraw = True
27.7481 	EXP 	buf_bgin_fix: autoDraw = True
27.9825 	EXP 	New trial (rep=7, index=0): None
27.9897 	EXP 	buf_bgin_txt: autoDraw = False
27.9897 	EXP 	buf_bgin_fix: autoDraw = False
27.9897 	EXP 	buf_bgin_txt: text = 'hat'
27.9897 	EXP 	buf_bgin_txt: autoDraw = True
27.9897 	EXP 	buf_bgin_fix: autoDraw = True
28.2363 	EXP 	Created sequence: random, trialTypes=1, nReps=192, seed=None
28.2380 	EXP 	New trial (rep=0, index=0): None
28.2481 	EXP 	buf_bgin_txt: autoDraw = False
28.2481 	EXP 	buf_bgin_fix: autoDraw = False
28.2481 	EXP 	my_stimulus: text = 'boot'
28.2481 	EXP 	my_stimulus: autoDraw = True
28.2481 	EXP 	fixation: autoDraw = True
28.4935 	EXP 	New trial (rep=1, index=0): None
28.5065 	EXP 	my_stimulus: autoDraw = False
28.5065 	EXP 	fixation: autoDraw = False
28.5065 	EXP 	my_stimulus: text = 'laundry'
28.5065 	EXP 	my_stimulus: autoDraw = True
28.5065 	EXP 	fixation: autoDraw = True
28.7389 	EXP 	New trial (rep=2, index=0): None
28.7481 	EXP 	my_stimulus: autoDraw = False
28.7481 	EXP 	fixation: autoDraw = False
28.7481 	EXP 	my_stimulus: text = 'script'
28.7481 	EXP 	my_stimulus: autoDraw = True
28.7481 	EXP 	fixation: autoDraw = True
28.9916 	EXP 	New trial (rep=3, index=0): None
29.0065 	EXP 	my_stimulus: autoDraw = False
29.0065 	EXP 	fixation: autoDraw = False
29.0065 	EXP 	my_stimulus: text = 'lemonade'
29.0065 	EXP 	my_stimulus: autoDraw = True
29.0065 	EXP 	fixation: autoDraw = True
29.2389 	EXP 	New trial (rep=4, index=0): None
29.2481 	EXP 	my_stimulus: autoDraw = False
29.2481 	EXP 	fixation: autoDraw = False
29.2481 	EXP 	my_stimulus: text = 'apron'
29.2481 	EXP 	my_stimulus: autoDraw = True
29.2481 	EXP 	fixation: autoDraw = True
29.3017 	DATA 	Keypress: space
29.4427 	DATA 	Keypress: space
29.4896 	EXP 	New trial (rep=5, index=0): None
29.4982 	EXP 	my_stimulus: autoDraw = False
29.4982 	EXP 	fixation: autoDraw = False
29.4982 	EXP 	my_stimulus: text = 'truck'
29.4982 	EXP 	my_stimulus: autoDraw = True
29.4982 	EXP 	fixation: autoDraw = True
29.7421 	EXP 	New trial (rep=6, index=0): None
29.7566 	EXP 	my_stimulus: autoDraw = False
29.7566 	EXP 	fixation: autoDraw = False
29.7566 	EXP 	my_stimulus: text = 'nail'
29.7566 	EXP 	my_stimulus: autoDraw = True
29.7566 	EXP 	fixation: autoDraw = True
29.9918 	EXP 	New trial (rep=7, index=0): None
30.0066 	EXP 	my_stimulus: autoDraw = False
30.0066 	EXP 	fixation: autoDraw = False
30.0066 	EXP 	my_stimulus: text = 'otter'
30.0066 	EXP 	my_stimulus: autoDraw = True
30.0066 	EXP 	fixation: autoDraw = True
30.2420 	EXP 	New trial (rep=8, index=0): None
30.2566 	EXP 	my_stimulus: autoDraw = False
30.2566 	EXP 	fixation: autoDraw = False
30.2566 	EXP 	my_stimulus: text = 'soap'
30.2566 	EXP 	my_stimulus: autoDraw = True
30.2566 	EXP 	fixation: autoDraw = True
30.4922 	EXP 	New trial (rep=9, index=0): None
30.5067 	EXP 	my_stimulus: autoDraw = False
30.5067 	EXP 	fixation: autoDraw = False
30.5067 	EXP 	my_stimulus: text = 'button'
30.5067 	EXP 	my_stimulus: autoDraw = True
30.5067 	EXP 	fixation: autoDraw = True
30.7420 	EXP 	New trial (rep=10, index=0): None
30.7567 	EXP 	my_stimulus: autoDraw = False
30.7567 	EXP 	fixation: autoDraw = False
30.7567 	EXP 	my_stimulus: text = 'cake'
30.7567 	EXP 	my_stimulus: autoDraw = True
30.7567 	EXP 	fixation: autoDraw = True
30.9892 	EXP 	New trial (rep=11, index=0): None
30.9983 	EXP 	my_stimulus: autoDraw = False
30.9983 	EXP 	fixation: autoDraw = False
30.9983 	EXP 	my_stimulus: text = 'turtle'
30.9983 	EXP 	my_stimulus: autoDraw = True
30.9983 	EXP 	fixation: autoDraw = True
31.2423 	EXP 	New trial (rep=12, index=0): None
31.2567 	EXP 	my_stimulus: autoDraw = False
31.2567 	EXP 	fixation: autoDraw = False
31.2567 	EXP 	my_stimulus: text = 'chicken'
31.2567 	EXP 	my_stimulus: autoDraw = True
31.2567 	EXP 	fixation: autoDraw = True
31.4923 	EXP 	New trial (rep=13, index=0): None
31.5067 	EXP 	my_stimulus: autoDraw = False
31.5067 	EXP 	fixation: autoDraw = False
31.5067 	EXP 	my_stimulus: text = 'pizza'
31.5067 	EXP 	my_stimulus: autoDraw = True
31.5067 	EXP 	fixation: autoDraw = True
31.7422 	EXP 	New trial (rep=14, index=0): None
31.7567 	EXP 	my_stimulus: autoDraw = False
31.7567 	EXP 	fixation: autoDraw = False
31.7567 	EXP 	my_stimulus: text = 'photo'
31.7567 	EXP 	my_stimulus: autoDraw = True
31.7567 	EXP 	fixation: autoDraw = True
31.9923 	EXP 	New trial (rep=15, index=0): None
32.0068 	EXP 	my_stimulus: autoDraw = False
32.0068 	EXP 	fixation: autoDraw = False
32.0068 	EXP 	my_stimulus: text = 'belt'
32.0068 	EXP 	my_stimulus: autoDraw = True
32.0068 	EXP 	fixation: autoDraw = True
32.1774 	DATA 	Keypress: space
32.2434 	EXP 	New trial (rep=16, index=0): None
32.2568 	EXP 	my_stimulus: autoDraw = False
32.2568 	EXP 	fixation: autoDraw = False
32.2568 	EXP 	my_stimulus: text = 'canoe'
32.2568 	EXP 	my_stimulus: autoDraw = True
32.2568 	EXP 	fixation: autoDraw = True
32.4923 	EXP 	New trial (rep=17, index=0): None
32.5068 	EXP 	my_stimulus: autoDraw = False
32.5068 	EXP 	fixation: autoDraw = False
32.5068 	EXP 	my_stimulus: text = 'juice'
32.5068 	EXP 	my_stimulus: autoDraw = True
32.5068 	EXP 	fixation: autoDraw = True
32.7394 	EXP 	New trial (rep=18, index=0): None
32.7485 	EXP 	my_stimulus: autoDraw = False
32.7485 	EXP 	fixation: autoDraw = False
32.7485 	EXP 	my_stimulus: text = 'bay'
32.7485 	EXP 	my_stimulus: autoDraw = True
32.7485 	EXP 	fixation: autoDraw = True
32.9928 	EXP 	New trial (rep=19, index=0): None
33.0069 	EXP 	my_stimulus: autoDraw = False
33.0069 	EXP 	fixation: autoDraw = False
33.0069 	EXP 	my_stimulus: text = 'turtle'
33.0069 	EXP 	my_stimulus: autoDraw = True
33.0069 	EXP 	fixation: autoDraw = True
33.2194 	DATA 	Keypress: space
33.2435 	EXP 	New trial (rep=20, index=0): None
33.2569 	EXP 	my_stimulus: autoDraw = False
33.2569 	EXP 	fixation: autoDraw = False
33.2569 	EXP 	my_stimulus: text = 'chair'
33.2569 	EXP 	my_stimulus: autoDraw = True
33.2569 	EXP 	fixation: autoDraw = True
33.4891 	EXP 	New trial (rep=21, index=0): None
33.4985 	EXP 	my_stimulus: autoDraw = False
33.4985 	EXP 	fixation: autoDraw = False
33.4985 	EXP 	my_stimulus: text = 'rice'
33.4985 	EXP 	my_stimulus: autoDraw = True
33.4985 	EXP 	fixation: autoDraw = True
33.7394 	EXP 	New trial (rep=22, index=0): None
33.7486 	EXP 	my_stimulus: autoDraw = False
33.7486 	EXP 	fixation: autoDraw = False
33.7486 	EXP 	my_stimulus: text = 'taxi'
33.7486 	EXP 	my_stimulus: autoDraw = True
33.7486 	EXP 	fixation: autoDraw = True
33.9923 	EXP 	New trial (rep=23, index=0): None
34.0069 	EXP 	my_stimulus: autoDraw = False
34.0069 	EXP 	fixation: autoDraw = False
34.0069 	EXP 	my_stimulus: text = 'pin'
34.0069 	EXP 	my_stimulus: autoDraw = True
34.0069 	EXP 	fixation: autoDraw = True
34.2394 	EXP 	New trial (rep=24, index=0): None
34.2486 	EXP 	my_stimulus: autoDraw = False
34.2486 	EXP 	fixation: autoDraw = False
34.2486 	EXP 	my_stimulus: text = 'pancake'
34.2486 	EXP 	my_stimulus: autoDraw = True
34.2486 	EXP 	fixation: autoDraw = True
34.4923 	EXP 	New trial (rep=25, index=0): None
34.5070 	EXP 	my_stimulus: autoDraw = False
34.5070 	EXP 	fixation: autoDraw = False
34.5070 	EXP 	my_stimulus: text = 'oven'
34.5070 	EXP 	my_stimulus: autoDraw = True
34.5070 	EXP 	fixation: autoDraw = True
34.7394 	EXP 	New trial (rep=26, index=0): None
34.7486 	EXP 	my_stimulus: autoDraw = False
34.7486 	EXP 	fixation: autoDraw = False
34.7486 	EXP 	my_stimulus: text = 'printer'
34.7486 	EXP 	my_stimulus: autoDraw = True
34.7486 	EXP 	fixation: autoDraw = True
34.9925 	EXP 	New trial (rep=27, index=0): None
35.0070 	EXP 	my_stimulus: autoDraw = False
35.0070 	EXP 	fixation: autoDraw = False
35.0070 	EXP 	my_stimulus: text = 'yogurt'
35.0070 	EXP 	my_stimulus: autoDraw = True
35.0070 	EXP 	fixation: autoDraw = True
35.2427 	EXP 	New trial (rep=28, index=0): None
35.2571 	EXP 	my_stimulus: autoDraw = False
35.2571 	EXP 	fixation: autoDraw = False
35.2571 	EXP 	my_stimulus: text = 'doll'
35.2571 	EXP 	my_stimulus: autoDraw = True
35.2571 	EXP 	fixation: autoDraw = True
35.4925 	EXP 	New trial (rep=29, index=0): None
35.5071 	EXP 	my_stimulus: autoDraw = False
35.5071 	EXP 	fixation: autoDraw = False
35.5071 	EXP 	my_stimulus: text = 'vault'
35.5071 	EXP 	my_stimulus: autoDraw = True
35.5071 	EXP 	fixation: autoDraw = True
35.7426 	EXP 	New trial (rep=30, index=0): None
35.7571 	EXP 	my_stimulus: autoDraw = False
35.7571 	EXP 	fixation: autoDraw = False
35.7571 	EXP 	my_stimulus: text = 'shampoo'
35.7571 	EXP 	my_stimulus: autoDraw = True
35.7571 	EXP 	fixation: autoDraw = True
35.9927 	EXP 	New trial (rep=31, index=0): None
36.0071 	EXP 	my_stimulus: autoDraw = False
36.0071 	EXP 	fixation: autoDraw = False
36.0071 	EXP 	my_stimulus: text = 'elephant'
36.0071 	EXP 	my_stimulus: autoDraw = True
36.0071 	EXP 	fixation: autoDraw = True
36.2425 	EXP 	New trial (rep=32, index=0): None
36.2571 	EXP 	my_stimulus: autoDraw = False
36.2571 	EXP 	fixation: autoDraw = False
36.2571 	EXP 	my_stimulus: text = 'soda'
36.2571 	EXP 	my_stimulus: autoDraw = True
36.2571 	EXP 	fixation: autoDraw = True
36.4926 	EXP 	New trial (rep=33, index=0): None
36.5071 	EXP 	my_stimulus: autoDraw = False
36.5071 	EXP 	fixation: autoDraw = False
36.5071 	EXP 	my_stimulus: text = 'tomato'
36.5071 	EXP 	my_stimulus: autoDraw = True
36.5071 	EXP 	fixation: autoDraw = True
36.6615 	DATA 	Keypress: space
36.7437 	EXP 	New trial (rep=34, index=0): None
36.7571 	EXP 	my_stimulus: autoDraw = False
36.7571 	EXP 	fixation: autoDraw = False
36.7571 	EXP 	my_stimulus: text = 'plug'
36.7571 	EXP 	my_stimulus: autoDraw = True
36.7571 	EXP 	fixation: autoDraw = True
36.9928 	EXP 	New trial (rep=35, index=0): None
37.0071 	EXP 	my_stimulus: autoDraw = False
37.0071 	EXP 	fixation: autoDraw = False
37.0071 	EXP 	my_stimulus: text = 'rope'
37.0071 	EXP 	my_stimulus: autoDraw = True
37.0071 	EXP 	fixation: autoDraw = True
37.2429 	EXP 	New trial (rep=36, index=0): None
37.2572 	EXP 	my_stimulus: autoDraw = False
37.2572 	EXP 	fixation: autoDraw = False
37.2572 	EXP 	my_stimulus: text = 'couch'
37.2572 	EXP 	my_stimulus: autoDraw = True
37.2572 	EXP 	fixation: autoDraw = True
37.4930 	EXP 	New trial (rep=37, index=0): None
37.5072 	EXP 	my_stimulus: autoDraw = False
37.5072 	EXP 	fixation: autoDraw = False
37.5072 	EXP 	my_stimulus: text = 'runner'
37.5072 	EXP 	my_stimulus: autoDraw = True
37.5072 	EXP 	fixation: autoDraw = True
37.7429 	EXP 	New trial (rep=38, index=0): None
37.7572 	EXP 	my_stimulus: autoDraw = False
37.7572 	EXP 	fixation: autoDraw = False
37.7572 	EXP 	my_stimulus: text = 'lake'
37.7572 	EXP 	my_stimulus: autoDraw = True
37.7572 	EXP 	fixation: autoDraw = True
37.9928 	EXP 	New trial (rep=39, index=0): None
38.0073 	EXP 	my_stimulus: autoDraw = False
38.0073 	EXP 	fixation: autoDraw = False
38.0073 	EXP 	my_stimulus: text = 'tent'
38.0073 	EXP 	my_stimulus: autoDraw = True
38.0073 	EXP 	fixation: autoDraw = True
38.2429 	EXP 	New trial (rep=40, index=0): None
38.2572 	EXP 	my_stimulus: autoDraw = False
38.2572 	EXP 	fixation: autoDraw = False
38.2572 	EXP 	my_stimulus: text = 'slipper'
